member_id,name,constituency,email,website,office_type,office_title,office_address,office_city,office_province,office_postal_code,office_note,office_phone,office_fax,source,time_retrieved
110454,Shelby Kramp-Neuman,,shelby.kramp-neuman@parl.gc.ca,http://shelbykrampneumanmp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-5321,613-996-8652,https://www.ourcommons.ca/members/en/shelby-kramp-neuman(110454),1707851479772
110454,Shelby Kramp-Neuman,,shelby.kramp-neuman@parl.gc.ca,http://shelbykrampneumanmp.ca,Constituency Office,Main office -  Napanee,,Napanee,Ontario,K7R 1Z4,,613-354-6886,1-613-354-6578,https://www.ourcommons.ca/members/en/shelby-kramp-neuman(110454),1707851479772
110454,Shelby Kramp-Neuman,,shelby.kramp-neuman@parl.gc.ca,http://shelbykrampneumanmp.ca,Constituency Office,Ivanhoe,,Ivanhoe,Ontario,K0K 2K0,,613-473-0649,1-866-471-3800,https://www.ourcommons.ca/members/en/shelby-kramp-neuman(110454),1707851479772
105614,Damien C. Kurek,,Damien.Kurek@parl.gc.ca,http://www.damienkurek.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-947-4608,613-947-4611,https://www.ourcommons.ca/members/en/damien-c-kurek(105614),1707851479772
105614,Damien C. Kurek,,Damien.Kurek@parl.gc.ca,http://www.damienkurek.ca,Constituency Office,Main office -  Camrose,,Camrose,Alberta,T4V 1P9,,780-608-4600,780-608-4603,https://www.ourcommons.ca/members/en/damien-c-kurek(105614),1707851479772
105614,Damien C. Kurek,,Damien.Kurek@parl.gc.ca,http://www.damienkurek.ca,Constituency Office,Consort,,Consort,Alberta,T0C 1B0,,,,https://www.ourcommons.ca/members/en/damien-c-kurek(105614),1707851479772
96367,Stephanie Kusie,,stephanie.kusie@parl.gc.ca,http://stephaniekusiemp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2235,613-992-1920,https://www.ourcommons.ca/members/en/stephanie-kusie(96367),1707851479772
96367,Stephanie Kusie,,stephanie.kusie@parl.gc.ca,http://stephaniekusiemp.ca,Constituency Office,Main office -  Calgary,,Calgary,Alberta,T2X 1M2,,403-225-3480,403-225-3504,https://www.ourcommons.ca/members/en/stephanie-kusie(96367),1707851479772
71820,Irek Kusmierczyk,,Irek.Kusmierczyk@parl.gc.ca,http://irekkusmierczyk.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-947-3445,613-947-3448,https://www.ourcommons.ca/members/en/irek-kusmierczyk(71820),1707851479772
71820,Irek Kusmierczyk,,Irek.Kusmierczyk@parl.gc.ca,http://irekkusmierczyk.libparl.ca,Constituency Office,Main office -  Windsor,,Windsor,Ontario,N8R 1A5,,519-979-2707,519-979-7747,https://www.ourcommons.ca/members/en/irek-kusmierczyk(71820),1707851479772
89346,Jenny Kwan,,jenny.kwan@parl.gc.ca,http://www.jennykwanndp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-6030,613-995-7412,https://www.ourcommons.ca/members/en/jenny-kwan(89346),1707851479772
89346,Jenny Kwan,,jenny.kwan@parl.gc.ca,http://www.jennykwanndp.ca,Constituency Office,Main office -  Vancouver,,Vancouver,British Columbia,V5K 1Z3,,604-775-5800,604-775-5811,https://www.ourcommons.ca/members/en/jenny-kwan(89346),1707851479772
35857,The Honourable Mike Lake,,mike.lake@parl.gc.ca,http://mikelake.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-8695,613-995-6465,https://www.ourcommons.ca/members/en/mike-lake(35857),1707851479772
35857,The Honourable Mike Lake,,mike.lake@parl.gc.ca,http://mikelake.ca,Constituency Office,Main office -  Edmonton,,Edmonton,Alberta,T6X 0P2,,780-495-2149,780-495-2147,https://www.ourcommons.ca/members/en/mike-lake(35857),1707851479772
92209,Marie-France Lalonde,,Marie-France.Lalonde@parl.gc.ca,http://mflalondemp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-1800,613-995-6298,https://www.ourcommons.ca/members/en/marie-france-lalonde(92209),1707851479772
92209,Marie-France Lalonde,,Marie-France.Lalonde@parl.gc.ca,http://mflalondemp.ca,Constituency Office,Main office -  Orléans,,Orléans,Ontario,K1E 3W3,,613-834-1800,613-590-1201,https://www.ourcommons.ca/members/en/marie-france-lalonde(92209),1707851479772
96350,Emmanuella Lambropoulos,,emmanuella.lambropoulos@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-5789,613-996-6562,https://www.ourcommons.ca/members/en/emmanuella-lambropoulos(96350),1707851479772
96350,Emmanuella Lambropoulos,,emmanuella.lambropoulos@parl.gc.ca,,Constituency Office,Main office -  Saint-Laurent,,Saint-Laurent,Quebec,H4M 2M4,,514-335-6655,514-335-2712,https://www.ourcommons.ca/members/en/emmanuella-lambropoulos(96350),1707851479772
30552,Kevin Lamoureux,,kevin.lamoureux@parl.gc.ca,http://www.mpkevin.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-6417,613-996-9713,https://www.ourcommons.ca/members/en/kevin-lamoureux(30552),1707851479772
30552,Kevin Lamoureux,,kevin.lamoureux@parl.gc.ca,http://www.mpkevin.ca,Constituency Office,Main office -  Winnipeg,,Winnipeg,Manitoba,R2P 1V8,,204-984-1767,204-984-1766,https://www.ourcommons.ca/members/en/kevin-lamoureux(30552),1707851479772
110665,Melissa Lantsman,,melissa.lantsman@parl.gc.ca,http://melissalantsmanmp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-0253,613-992-0887,https://www.ourcommons.ca/members/en/melissa-lantsman(110665),1707851479772
110665,Melissa Lantsman,,melissa.lantsman@parl.gc.ca,http://melissalantsmanmp.ca,Constituency Office,Main office -  Thornhill,,Thornhill,Ontario,L4J 7R9,,905-886-9911,905-886-5267,https://www.ourcommons.ca/members/en/melissa-lantsman(110665),1707851479772
110663,Viviane Lapointe,,viviane.lapointe@parl.gc.ca,http://vivianelapointe.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-8962,613-995-2569,https://www.ourcommons.ca/members/en/viviane-lapointe(110663),1707851479772
110663,Viviane Lapointe,,viviane.lapointe@parl.gc.ca,http://vivianelapointe.libparl.ca,Constituency Office,Main office -  Sudbury,,Sudbury,Ontario,P3E 1A7,,705-673-7107,705-673-0944,https://www.ourcommons.ca/members/en/viviane-lapointe(110663),1707851479772
104973,Andréanne Larouche,,Andreanne.Larouche@parl.gc.ca,http://andreannelarouche.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-5279,613-992-7871,https://www.ourcommons.ca/members/en/andreanne-larouche(104973),1707851479772
104973,Andréanne Larouche,,Andreanne.Larouche@parl.gc.ca,http://andreannelarouche.ca,Constituency Office,Main office -  Granby,,Granby,Quebec,J2G 2W6,,450-378-3221,450-378-3380,https://www.ourcommons.ca/members/en/andreanne-larouche(104973),1707851479772
104957,Patricia Lattanzio,,Patricia.Lattanzio@parl.gc.ca,http://patricialattanzio.libparl.ca/?lang=en,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-9414,613-992-8523,https://www.ourcommons.ca/members/en/patricia-lattanzio(104957),1707851479772
104957,Patricia Lattanzio,,Patricia.Lattanzio@parl.gc.ca,http://patricialattanzio.libparl.ca/?lang=en,Constituency Office,Main office -  Saint-Léonard,,Saint-Léonard,Quebec,H1R 3Y6,,514-256-4548,514-256-8828,https://www.ourcommons.ca/members/en/patricia-lattanzio(104957),1707851479772
88394,Stéphane Lauzon,,stephane.lauzon@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-0902,613-992-2935,https://www.ourcommons.ca/members/en/stephane-lauzon(88394),1707851479772
88394,Stéphane Lauzon,,stephane.lauzon@parl.gc.ca,,Constituency Office,Gatineau,,Gatineau,Quebec,J8L 1K1,,819-281-2626,819-281-2755,https://www.ourcommons.ca/members/en/stephane-lauzon(88394),1707851479772
88394,Stéphane Lauzon,,stephane.lauzon@parl.gc.ca,,Constituency Office,Main office -  Lachute,,Lachute,Quebec,J8H 4A6,,450-562-0737,450-562-2527,https://www.ourcommons.ca/members/en/stephane-lauzon(88394),1707851479772
105291,Philip Lawrence,,Philip.Lawrence@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-8585,613-995-7536,https://www.ourcommons.ca/members/en/philip-lawrence(105291),1707851479772
105291,Philip Lawrence,,Philip.Lawrence@parl.gc.ca,,Constituency Office,Main office -  Cobourg,,Cobourg,Ontario,K9A 0C5,,905-372-8757,905-372-1500,https://www.ourcommons.ca/members/en/philip-lawrence(105291),1707851479772
1813,The Honourable Dominic LeBlanc,,dominic.leblanc@parl.gc.ca,http://dominicleblanc.libparl.ca/?lang=en,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-1020,613-992-3053,https://www.ourcommons.ca/members/en/dominic-leblanc(1813),1707851479772
1813,The Honourable Dominic LeBlanc,,dominic.leblanc@parl.gc.ca,http://dominicleblanc.libparl.ca/?lang=en,Constituency Office,Main office -  Shediac,,Shediac,New Brunswick,E4P 2E3,,506-533-5700,506-533-5888,https://www.ourcommons.ca/members/en/dominic-leblanc(1813),1707851479772
88460,The Honourable Diane Lebouthillier,,diane.lebouthillier@parl.gc.ca,http://dianelebouthillier.libparl.ca/?lang=en,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-6188,613-992-6194,https://www.ourcommons.ca/members/en/diane-lebouthillier(88460),1707851479772
88460,The Honourable Diane Lebouthillier,,diane.lebouthillier@parl.gc.ca,http://dianelebouthillier.libparl.ca/?lang=en,Constituency Office,Main office -  Grande-Rivière,,Grande-Rivière,Quebec,G0C 1V0,,418-385-4264,418-385-4276,https://www.ourcommons.ca/members/en/diane-lebouthillier(88460),1707851479772
88460,The Honourable Diane Lebouthillier,,diane.lebouthillier@parl.gc.ca,http://dianelebouthillier.libparl.ca/?lang=en,Constituency Office,Cap-aux-Meules,,Cap-aux-Meules,Quebec,G4T 1C9,,418-986-1489,418-986-2096,https://www.ourcommons.ca/members/en/diane-lebouthillier(88460),1707851479772
88460,The Honourable Diane Lebouthillier,,diane.lebouthillier@parl.gc.ca,http://dianelebouthillier.libparl.ca/?lang=en,Constituency Office,Ste-Anne-Des-Monts,,Ste-Anne-Des-Monts,Quebec,G4V 1T5,,418-764-2890,418-763-0067,https://www.ourcommons.ca/members/en/diane-lebouthillier(88460),1707851479772
88460,The Honourable Diane Lebouthillier,,diane.lebouthillier@parl.gc.ca,http://dianelebouthillier.libparl.ca/?lang=en,Constituency Office,New Richmond,,New Richmond,Quebec,G0C 2B0,,581-355-0060,,https://www.ourcommons.ca/members/en/diane-lebouthillier(88460),1707851479772
104653,Richard Lehoux,,Richard.Lehoux@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-8053,613-995-0687,https://www.ourcommons.ca/members/en/richard-lehoux(104653),1707851479772
104653,Richard Lehoux,,Richard.Lehoux@parl.gc.ca,,Constituency Office,Main office -  Sainte-Marie de Beauce,,Sainte-Marie de Beauce,Quebec,G6E 0H2,,418-387-4224,418-387-8124,https://www.ourcommons.ca/members/en/richard-lehoux(104653),1707851479772
104653,Richard Lehoux,,Richard.Lehoux@parl.gc.ca,,Constituency Office,Saint-Georges,,Saint-Georges,Quebec,G5Y 5P4,,418-227-2171,418-227-3093,https://www.ourcommons.ca/members/en/richard-lehoux(104653),1707851479772
104630,Sébastien Lemire,,Sebastien.Lemire@parl.gc.ca,http://depute.lemire.info,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-3250,613-992-3672,https://www.ourcommons.ca/members/en/sebastien-lemire(104630),1707851479772
104630,Sébastien Lemire,,Sebastien.Lemire@parl.gc.ca,http://depute.lemire.info,Constituency Office,Main office -  Rouyn-Noranda,,Rouyn-Noranda,Quebec,J9X 2R3,,1-800-567-6433,819-762-8732,https://www.ourcommons.ca/members/en/sebastien-lemire(104630),1707851479772
108395,Branden Leslie,,branden.leslie@parl.gc.ca,http://www.brandenleslie.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-9511,613-947-0313,https://www.ourcommons.ca/members/en/branden-leslie(108395),1707851479772
108395,Branden Leslie,,branden.leslie@parl.gc.ca,http://www.brandenleslie.ca,Constituency Office,Main office -  Winkler,,Winkler,Manitoba,R6W 0L7,,204-822-7440,,https://www.ourcommons.ca/members/en/branden-leslie(108395),1707851479772
105120,Chris Lewis,,Chris.Lewis@parl.gc.ca,http://chrislewismp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-1812,613-995-0033,https://www.ourcommons.ca/members/en/chris-lewis(105120),1707851479772
105120,Chris Lewis,,Chris.Lewis@parl.gc.ca,http://chrislewismp.ca,Constituency Office,Main office -  Essex,,Essex,Ontario,N8M 1M4,,519-776-4700,519-776-1383,https://www.ourcommons.ca/members/en/chris-lewis(105120),1707851479772
88958,Leslyn Lewis,,leslyn.lewis@parl.gc.ca,http://leslynlewismp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-4974,613-996-9749,https://www.ourcommons.ca/members/en/leslyn-lewis(88958),1707851479772
88958,Leslyn Lewis,,leslyn.lewis@parl.gc.ca,http://leslynlewismp.ca,Constituency Office,Main office -  Simcoe,,Simcoe,Ontario,N3Y 5L6,,1-866-496-3400,519-426-0003,https://www.ourcommons.ca/members/en/leslyn-lewis(88958),1707851479772
89139,Ron Liepert,,ron.liepert@parl.gc.ca,http://ronliepertmp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-3066,613-992-3256,https://www.ourcommons.ca/members/en/ron-liepert(89139),1707851479772
89139,Ron Liepert,,ron.liepert@parl.gc.ca,http://ronliepertmp.ca,Constituency Office,Main office -  Calgary,,Calgary,Alberta,T3H 0V5,,403-292-6666,403-292-6670,https://www.ourcommons.ca/members/en/ron-liepert(89139),1707851479772
88532,Joël Lightbound,,joel.lightbound@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-4995,613-996-8292,https://www.ourcommons.ca/members/en/joel-lightbound(88532),1707851479772
88532,Joël Lightbound,,joel.lightbound@parl.gc.ca,,Constituency Office,Main office -  Québec,,Québec,Quebec,G1X 4G6,,418-648-3244,418-648-3260,https://www.ourcommons.ca/members/en/joel-lightbound(88532),1707851479772
98079,Dane Lloyd,,Dane.Lloyd@parl.gc.ca,http://danelloyd.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-9778,613-996-0785,https://www.ourcommons.ca/members/en/dane-lloyd(98079),1707851479772
98079,Dane Lloyd,,Dane.Lloyd@parl.gc.ca,http://danelloyd.ca,Constituency Office,Main office -  Stony Plain,,Stony Plain,Alberta,T7Z 1V5,,780-823-2050,780-823-2055,https://www.ourcommons.ca/members/en/dane-lloyd(98079),1707851479772
35600,Ben Lobb,,ben.lobb@parl.gc.ca,http://www.benlobb.com,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-8234,613-995-6350,https://www.ourcommons.ca/members/en/ben-lobb(35600),1707851479772
35600,Ben Lobb,,ben.lobb@parl.gc.ca,http://www.benlobb.com,Constituency Office,Main office -  Goderich,,Goderich,Ontario,N7A 2R6,,519-524-6560,519-612-1141,https://www.ourcommons.ca/members/en/ben-lobb(35600),1707851479772
35600,Ben Lobb,,ben.lobb@parl.gc.ca,http://www.benlobb.com,Constituency Office,Port Elgin,,Port Elgin,Ontario,N0H 2C5,,519-832-2999,519-832-2995,https://www.ourcommons.ca/members/en/ben-lobb(35600),1707851479772
88368,Wayne Long,,wayne.long@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-947-2700,613-947-4574,https://www.ourcommons.ca/members/en/wayne-long(88368),1707851479772
88368,Wayne Long,,wayne.long@parl.gc.ca,,Constituency Office,Main office -  Saint John,,Saint John,New Brunswick,E2L 4Z6,,506-657-2500,506-657-2504,https://www.ourcommons.ca/members/en/wayne-long(88368),1707851479772
88761,Lloyd Longfield,,lloyd.longfield@parl.gc.ca,http://www.mplongfield.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-4758,613-996-9922,https://www.ourcommons.ca/members/en/lloyd-longfield(88761),1707851479772
88761,Lloyd Longfield,,lloyd.longfield@parl.gc.ca,http://www.mplongfield.ca,Constituency Office,Main office -  Guelph,,Guelph,Ontario,N1H 3N4,,519-837-8276,519-837-8443,https://www.ourcommons.ca/members/en/lloyd-longfield(88761),1707851479772
88810,Tim Louis,,Tim.Louis@parl.gc.ca,http://timlouis.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-4633,613-992-9932,https://www.ourcommons.ca/members/en/tim-louis(88810),1707851479772
88810,Tim Louis,,Tim.Louis@parl.gc.ca,http://timlouis.libparl.ca,Constituency Office,Main office -  Kitchener,,Kitchener,Ontario,N2E 4H9,,519-578-3777,519-578-0138,https://www.ourcommons.ca/members/en/tim-louis(88810),1707851479772
33,The Honourable Lawrence MacAulay,,lawrence.macaulay@parl.gc.ca,http://lawrencemacaulay.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-9325,613-995-2754,https://www.ourcommons.ca/members/en/lawrence-macaulay(33),1707851479772
33,The Honourable Lawrence MacAulay,,lawrence.macaulay@parl.gc.ca,http://lawrencemacaulay.libparl.ca,Constituency Office,Main office -  Montague,,Montague,Prince Edward Island,C0A 1R0,,902-838-4139,902-838-3790,https://www.ourcommons.ca/members/en/lawrence-macaulay(33),1707851479772
109891,Heath MacDonald,,heath.macdonald@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2406,613-995-7408,https://www.ourcommons.ca/members/en/heath-macdonald(109891),1707851479772
109891,Heath MacDonald,,heath.macdonald@parl.gc.ca,,Constituency Office,Main office -  Cornwall,,Cornwall,Prince Edward Island,C0A 1H0,,1-800-442-4050,902-566-4591,https://www.ourcommons.ca/members/en/heath-macdonald(109891),1707851479772
89269,Alistair MacGregor,,alistair.macgregor@parl.gc.ca,http://alistairmacgregor.ndp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-943-2180,613-993-5577,https://www.ourcommons.ca/members/en/alistair-macgregor(89269),1707851479772
89269,Alistair MacGregor,,alistair.macgregor@parl.gc.ca,http://alistairmacgregor.ndp.ca,Constituency Office,Main office -  Duncan,,Duncan,British Columbia,V9L 1P1,,250-746-4896,250-746-2354,https://www.ourcommons.ca/members/en/alistair-macgregor(89269),1707851479772
88468,The Honourable Steven MacKinnon,,Steven.MacKinnon@parl.gc.ca,http://stevenmackinnon.libparl.ca/?lang=en,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-4351,613-992-1037,https://www.ourcommons.ca/members/en/steven-mackinnon(88468),1707851479772
88468,The Honourable Steven MacKinnon,,Steven.MacKinnon@parl.gc.ca,http://stevenmackinnon.libparl.ca/?lang=en,Constituency Office,Main office -  Gatineau,,Gatineau,Quebec,J8T 8J1,,819-561-5555,819-561-0005,https://www.ourcommons.ca/members/en/steven-mackinnon(88468),1707851479772
7251,Larry Maguire,,larry.maguire@parl.gc.ca,http://www.larrymaguire.com,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-9372,613-992-1265,https://www.ourcommons.ca/members/en/larry-maguire(7251),1707851479772
7251,Larry Maguire,,larry.maguire@parl.gc.ca,http://www.larrymaguire.com,Constituency Office,Main office -  Brandon,,Brandon,Manitoba,R7A 4G5,,204-726-7600,204-726-7699,https://www.ourcommons.ca/members/en/larry-maguire(7251),1707851479772
116022,Shuvaloy Majumdar,,shuvaloy.majumdar@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-0250,613-992-0251,https://www.ourcommons.ca/members/en/shuvaloy-majumdar(116022),1707851479772
116022,Shuvaloy Majumdar,,shuvaloy.majumdar@parl.gc.ca,,Constituency Office,Main office -  Calgary,,Calgary,Alberta,T2W 4X9,,403-253-7990,403-253-8203,https://www.ourcommons.ca/members/en/shuvaloy-majumdar(116022),1707851479772
88748,James Maloney,,james.maloney@parl.gc.ca,http://jamesmaloney.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-9364,613-992-5880,https://www.ourcommons.ca/members/en/james-maloney(88748),1707851479772
88748,James Maloney,,james.maloney@parl.gc.ca,http://jamesmaloney.libparl.ca,Constituency Office,Main office -  Toronto,,Toronto,Ontario,M8Z 4R9,,416-251-5510,416-251-2845,https://www.ourcommons.ca/members/en/james-maloney(88748),1707851479772
100521,Richard Martel,,Richard.Martel@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-7207,613-992-0431,https://www.ourcommons.ca/members/en/richard-martel(100521),1707851479772
100521,Richard Martel,,Richard.Martel@parl.gc.ca,,Constituency Office,Main office -  Chicoutimi,,Chicoutimi,Quebec,G7J 2M4,,418-698-5648,418-698-5611,https://www.ourcommons.ca/members/en/richard-martel(100521),1707851479772
104756,The Honourable Soraya Martinez Ferrada,,Soraya.MartinezFerrada@parl.gc.ca,http://sorayamartinezferrada.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-947-4576,613-947-4579,https://www.ourcommons.ca/members/en/soraya-martinez-ferrada(104756),1707851479772
104756,The Honourable Soraya Martinez Ferrada,,Soraya.MartinezFerrada@parl.gc.ca,http://sorayamartinezferrada.ca,Constituency Office,Main office -  Montréal,,Montréal,Quebec,H1V 2C8,,514-283-2655,514-283-6485,https://www.ourcommons.ca/members/en/soraya-martinez-ferrada(104756),1707851479772
9137,Brian Masse,,brian.masse@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-1541,613-992-5397,https://www.ourcommons.ca/members/en/brian-masse(9137),1707851479772
9137,Brian Masse,,brian.masse@parl.gc.ca,,Constituency Office,Main office -  Windsor,,Windsor,Ontario,N8X 1K1,,519-255-1631,519-255-7913,https://www.ourcommons.ca/members/en/brian-masse(9137),1707851479772
105221,Lindsay Mathyssen,,Lindsay.Mathyssen@parl.gc.ca,http://lindsaymathyssen.ndp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-2901,613-943-8717,https://www.ourcommons.ca/members/en/lindsay-mathyssen(105221),1707851479772
105221,Lindsay Mathyssen,,Lindsay.Mathyssen@parl.gc.ca,http://lindsaymathyssen.ndp.ca,Constituency Office,Main office -  London,,London,Ontario,N5W 3C9,,519-685-4745,519-685-1462,https://www.ourcommons.ca/members/en/lindsay-mathyssen(105221),1707851479772
71599,Bryan May,,bryan.may@parl.gc.ca,http://bryanmay.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-1307,613-996-8340,https://www.ourcommons.ca/members/en/bryan-may(71599),1707851479772
71599,Bryan May,,bryan.may@parl.gc.ca,http://bryanmay.libparl.ca,Constituency Office,Main office -  Cambridge,,Cambridge,Ontario,N1R 6J7,,519-624-7440,519-624-3517,https://www.ourcommons.ca/members/en/bryan-may(71599),1707851479772
2897,Elizabeth May,,elizabeth.may@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-1119,613-996-0850,https://www.ourcommons.ca/members/en/elizabeth-may(2897),1707851479772
2897,Elizabeth May,,elizabeth.may@parl.gc.ca,,Constituency Office,Main office -  Sidney,,Sidney,British Columbia,V8L 2Y8,,250-657-2000,250-657-2004,https://www.ourcommons.ca/members/en/elizabeth-may(2897),1707851479772
3306,Dan Mazier,,Dan.Mazier@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-3176,613-992-0930,https://www.ourcommons.ca/members/en/dan-mazier(3306),1707851479772
3306,Dan Mazier,,Dan.Mazier@parl.gc.ca,,Constituency Office,Main office -  Dauphin,,Dauphin,Manitoba,R7N 3H4,,1-877-405-8946,,https://www.ourcommons.ca/members/en/dan-mazier(3306),1707851479772
3306,Dan Mazier,,Dan.Mazier@parl.gc.ca,,Constituency Office,Neepawa,,Neepawa,Manitoba,R0J 1H0,,,,https://www.ourcommons.ca/members/en/dan-mazier(3306),1707851479772
89179,Kelly McCauley,,kelly.mccauley@parl.gc.ca,http://kellymccauley.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-0978,613-992-1011,https://www.ourcommons.ca/members/en/kelly-mccauley(89179),1707851479772
89179,Kelly McCauley,,kelly.mccauley@parl.gc.ca,http://kellymccauley.ca,Constituency Office,Main office -  Edmonton,,Edmonton,Alberta,T5S 1R5,,780-392-2515,780-392-2519,https://www.ourcommons.ca/members/en/kelly-mccauley(89179),1707851479772
88283,Ken McDonald,,ken.mcdonald@parl.gc.ca,http://kenmcdonald.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-4133,613-992-7277,https://www.ourcommons.ca/members/en/ken-mcdonald(88283),1707851479772
88283,Ken McDonald,,ken.mcdonald@parl.gc.ca,http://kenmcdonald.libparl.ca,Constituency Office,Main office -  Conception Bay South,,Conception Bay South,Newfoundland and Labrador,A1W 3A6,,709-834-3424,709-834-3628,https://www.ourcommons.ca/members/en/ken-mcdonald(88283),1707851479772
