Honorific,"First name","Last name","Office type",Address,City,Province,"Postal code","Office email",Email,Telephone,Fax,Toll-free,TTY,"Riding name",Party,"Parliamentary role","Member ID",,,
Hon.,Michael,Parsa,"Constituency office","Suite 201
13085 Yonge St.
","Richmond Hill",ON,"L4E 3S8",Michael.Parsaco@pc.ola.org,,905-773-6250,905-773-8158,888-486-5352,,"Aurora—Oak Ridges—Richmond Hill","Progressive Conservative Party of Ontario",,7447
Hon.,Peter,Bethlenfalvy,"Ministry office","Ministry of Finance
​​​​​​​Frost Building South
7th Floor
7 Queen's Park Cres.
",Toronto,ON,"M7A 1Y7",,Peter.Bethlenfalvy@pc.ola.org,416-325-0400,,,,Pickering—Uxbridge,"Progressive Conservative Party of Ontario",,7505
Hon.,Peter,Bethlenfalvy,"Constituency office","Suite 213
1550 Kingston Rd.
",Pickering,ON,"L1V 1C3",,Peter.Bethlenfalvy@pc.ola.org,"905-509-0336  ",905-509-0334,1-888-444-1730,,Pickering—Uxbridge,"Progressive Conservative Party of Ontario",,7505
,Wayne,Gates,"Constituency office","Douglas Heights Seniors Centre
265 High St.

&nbsp;

&nbsp;
","Fort Erie",ON,"L2A 3R4",WGates-CO@ndp.on.ca,,"905-871-8868  ",905-871-4717 ,,,"Niagara Falls","New Democratic Party of Ontario",,7244
,Wayne,Gates,"Constituency office","Unit 1
6746 Morrison St.
","Niagara Falls",ON,"L2E 6Z8",WGates-CO@ndp.on.ca,,"905-357-0681  ","905-357-9456  ",,,"Niagara Falls","New Democratic Party of Ontario",,7244
,Wayne,Gates,"Legislative office","Room 321
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",WGates-QP@ndp.on.ca,,"416-212-6102 ","416-212-6106  ",,,"Niagara Falls","New Democratic Party of Ontario",,7244
,Mary-Margaret,McMahon,"Legislative office","Room 156
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",,,416-325-0090,,,,"Beaches—East York","Ontario Liberal Party",,7585
,Mary-Margaret,McMahon,"Constituency office","1821 Danforth Ave.
",Toronto,ON,"M4C 1J2",mmcmahon.mpp.co@liberal.ola.org,,416-690-1032,416-690-8420,,,"Beaches—East York","Ontario Liberal Party",,7585
Hon.,Todd,McCarthy,"Ministry office","Ministry of Public and Business Service Delivery
5th Floor
777 Bay St.
",Toronto,ON,"M7A 2J3",,Todd.McCarthy@pc.ola.org,416-212-2665,416-326-1947,1-844-286-8404,1-844-403-5904,Durham,"Progressive Conservative Party of Ontario",,7595
Hon.,Todd,McCarthy,"Constituency office","23 King St. W
",Bowmanville,ON,"L1C 1R2",,Todd.McCarthy@pc.ola.org,905-697-1501,905-697-1506,,,Durham,"Progressive Conservative Party of Ontario",,7595
,Jessica,Bell,"Constituency office","Unit 103
719 Bloor St. W
",Toronto,ON,"M6G 1L5",JBell-CO@ndp.on.ca,JBell-QP@ndp.on.ca,416-535-7206,,,,University—Rosedale,"New Democratic Party of Ontario",,7518
,Jessica,Bell,"Legislative office","Room 384
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",,JBell-QP@ndp.on.ca,416-325-1620,"416-325-1424 ",,,University—Rosedale,"New Democratic Party of Ontario",,7518
,Lisa,MacLeod,"Legislative office","Room 263
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",,,416-325-0119,,,,Nepean,"Progressive Conservative Party of Ontario",,7042
,Lisa,MacLeod,"Constituency office","Unit 222/3
250B Greenbank Rd.
",Nepean,ON,"K2H 8X4",Lisa.Macleodco@pc.ola.org,,"613-823-2116 ","613-823-8284 ",,,Nepean,"Progressive Conservative Party of Ontario",,7042
,Doly,Begum,"Constituency office","Unit 5
3110 Kingston Rd.
",Scarborough,ON,"M1M 1P2",DBegum-CO@ndp.on.ca,DBegum-QP@ndp.on.ca,416-261-9525,416-261-0381,,,"Scarborough Southwest","New Democratic Party of Ontario",,7508
,Doly,Begum,"Legislative office","Room 202
North Wing, Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",,DBegum-QP@ndp.on.ca,416-325-0908,"416-325-0685 ",,,"Scarborough Southwest","New Democratic Party of Ontario",,7508
,Karen,McCrimmon,"Legislative office","Room 170
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A2",,,416-325-1212,,,,Kanata—Carleton,"Ontario Liberal Party",,7645
,Karen,McCrimmon,"Constituency office","Suite 109
555 Legget Dr.
",Kanata,ON,"K2K 2X3",KMcCrimmon.mpp.co@liberal.ola.org,,"613-599-3000  ",,,,Kanata—Carleton,"Ontario Liberal Party",,7645
,"Bobbi Ann",Brady,"Legislative office","Room 184
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",,,416-325-0027,,,,Haldimand—Norfolk,Independent,,7599
,"Bobbi Ann",Brady,"Constituency office","Mailing address: P.O. Box 91
",Simcoe,ON,"N3Y 4K8",,,,,,,Haldimand—Norfolk,Independent,,7599
,"Bobbi Ann",Brady,"Constituency office","50B Gilbertson Dr.
",Simcoe,ON,"N3Y 4L8",BABrady-CO@ola.org,,519-428-0446,519-428-0835,,,Haldimand—Norfolk,Independent,,7599
,Jennifer,French,"Constituency office","Unit 2
78 Centre St. N
",Oshawa,ON,"L1G 4B6",JFrench-CO@ndp.on.ca,,"905-723-2411  ","905-723-1054  ",,,Oshawa,"New Democratic Party of Ontario",,7283
,Jennifer,French,"Legislative office","Room 344
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",JFrench-QP@ndp.on.ca,,"416-325-0117  ","416-325-0084  ",,,Oshawa,"New Democratic Party of Ontario",,7283
,John,Fraser,"Constituency office","Unit D

1883 Bank St.
",Ottawa,ON,"K1V 7Z9",jfraser.mpp.co@liberal.ola.org,,"613-736-9573  ","613-736-7374  ",,,"Ottawa South","Ontario Liberal Party",,7226
,John,Fraser,"Legislative office","Room 160
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",,,416-325-4670,,,,"Ottawa South","Ontario Liberal Party",,7226
,Robert,Bailey,"Ministry office","Ministry of the Solicitor General
George Drew Building
25 Grosvenor St.
",Toronto,ON,"M7A 1Y6",,Bob.Bailey@pc.ola.org,416-326-5000,,,,Sarnia—Lambton,"Progressive Conservative Party of Ontario",,7086
,Robert,Bailey,"Constituency office","Suite 102
805 Christina St. N
","Point Edward",ON,"N7V 1X6",Bob.Baileyco@pc.ola.org,Bob.Bailey@pc.ola.org,519-337-0051,519-337-3246,,,Sarnia—Lambton,"Progressive Conservative Party of Ontario",,7086
,Aris,Babikian,"Constituency office","Suite 207
4002 Sheppard Ave. E
",Scarborough,ON,"M1S 4R5",,Aris.Babikian@pc.ola.org,416-297-6568,416-297-4962,,,Scarborough—Agincourt,"Progressive Conservative Party of Ontario",,7509
,Aris,Babikian,"Legislative office","Room 265
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A8",,Aris.Babikian@pc.ola.org,416-326-7111,416-326-7099,,,Scarborough—Agincourt,"Progressive Conservative Party of Ontario",,7509
Hon.,Doug,Ford,"Constituency office","823 Albion Rd.
",Etobicoke,ON,"M9V 1A3",doug.fordco@pc.ola.org,,416-745-2859,"416-745-4601  ",,,"Etobicoke North","Progressive Conservative Party of Ontario",,7468
Hon.,Doug,Ford,"Ministry office","Premier's Office
Room 281
Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A1",,,416-325-7635,416-325-9895,,,"Etobicoke North","Progressive Conservative Party of Ontario",,7468
Hon.,Michael,Kerzner,"Ministry office","Ministry of the Solicitor General
George Drew Building
18th Floor
25 Grosvenor St.
",Toronto,ON,"M7A 1Y6",,Michael.Kerzner@pc.ola.org," 416-326-5000",,,,"York Centre","Progressive Conservative Party of Ontario",,7618
Hon.,Michael,Kerzner,"Constituency office","830 Sheppard Ave. W.
",Toronto,ON,"M3H 2T1",,Michael.Kerzner@pc.ola.org,416-630-0080,416-630-8828,,,"York Centre","Progressive Conservative Party of Ontario",,7618
,Ted,Hsu,"Constituency office","Unit 403
837 Princess Street
",Kingston,ON,"K7L 1G8",thsu.mpp.co@liberal.ola.org,,613-547-2385,613-547-5001,,,"Kingston and the Islands","Ontario Liberal Party",,7602
,Ted,Hsu,"Legislative office","Room 159
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",,,416-325-0051,,,,"Kingston and the Islands","Ontario Liberal Party",,7602
,Sam,Oosterhoff,"Ministry office","Ministry of Red Tape Reduction
7th Floor
56 Wellesley St. W
",Toronto,ON,"M5S 2S3",,Sam.Oosterhoff@pc.ola.org,,,,,"Niagara West","Progressive Conservative Party of Ontario",,7405
,Sam,Oosterhoff,"Constituency office","Unit M1
4961 King St. E
",Beamsville,ON,"L0R 1B0",Sam.Oosterhoffco@pc.ola.org,Sam.Oosterhoff@pc.ola.org,905-563-1755,905-563-1317,,,"Niagara West","Progressive Conservative Party of Ontario",,7405
Hon.,Ted,Arnott,"Constituency office","2nd Floor
181 St. Andrew St. E
",Fergus,ON,"N1M 1P9",ted.arnottco@pc.ola.org,ted.arnott@pc.ola.org,"519-787-5247 ",519-787-5249,1-800-265-2366,,"Wellington—Halton Hills","Progressive Conservative Party of Ontario",,2
Hon.,Ted,Arnott,"Legislative office","Room 180
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A2",,ted.arnott@pc.ola.org,416-325-3880,"416-325-6649  ",,,"Wellington—Halton Hills","Progressive Conservative Party of Ontario",,2
,Teresa,Armstrong,"Constituency office","155 Clarke Rd.
",London,ON,"N5W 5C9",Tarmstrong-CO@ndp.on.ca,,"519-668-1104  ","519-668-1941 ",,,London—Fanshawe,"New Democratic Party of Ontario",,7183
,Teresa,Armstrong,"Legislative office","Room 341
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",TArmstrong-QP@ndp.on.ca,,"416-325-1872 ",416-325-1912,,,London—Fanshawe,"New Democratic Party of Ontario",,7183
,Jill,Andrew,"Constituency office","803 St. Clair Ave. W
",Toronto,ON,"M6C 1B9",JAndrew-CO@ndp.on.ca,JAndrew-QP@ndp.on.ca,"416-656-0943  ","416-656-0875  ",,,"Toronto—St. Paul's","New Democratic Party of Ontario",,7517
,Jill,Andrew,"Legislative office","Room 363
Main Legislative Building, Queen's Park
",Toronto,ON,"M7A 1A5",,JAndrew-QP@ndp.on.ca,416-325-0071,416-325-4728,,,"Toronto—St. Paul's","New Democratic Party of Ontario",,7517
,Deepak,Anand,"Ministry office","Ministry of Labour, Immigration, Training and Skills Development
1st Floor
400 University Ave
",Toronto,ON,"M7A 1T7",,Deepak.anandco@pc.ola.org,416-326-7600,416-325-0272,,,Mississauga—Malton,"Progressive Conservative Party of Ontario",,7493
,Deepak,Anand,"Constituency office","Unit 11
7895 Tranmere Dr.
",Mississauga,ON,"L5S 1V9",,Deepak.anandco@pc.ola.org,905-696-0367,"905-696-7545 ",,,Mississauga—Malton,"Progressive Conservative Party of Ontario",,7493
